,y_test,y_preds
4306,5,5.556965182334906
2660,6,5.342657902917551
2005,5,4.909788455779591
110,7,5.9156516372136565
3451,6,6.455910117998457
1089,6,5.8964428442534
929,7,6.271092357147253
1674,5,5.589892074923753
3120,6,6.206351878085712
936,7,6.419120595970426
4344,5,6.254568215697574
4188,5,6.428069341992867
1457,6,6.329273861628579
2359,6,5.4123775874057145
4143,6,6.198421682076258
4160,8,6.735555274141888
705,6,5.485229945005486
3759,4,5.424210340805118
2166,6,6.536252176605927
3121,5,5.630907065662242
3887,6,6.144081427241545
2157,8,6.3388104298709465
383,5,5.614053695860235
1926,6,6.006811112714175
2213,7,6.7986659828008555
1143,6,6.528427394532741
4085,7,5.764726832360182
739,6,6.278818605500234
1690,5,5.155462730354799
1232,6,6.115346401778581
1796,5,5.242389159911369
2885,6,5.654426397773449
4127,6,6.718142636802412
2748,6,6.01508881209017
3,6,5.669325673312073
4105,6,5.550620397165474
2725,6,4.971824037819147
7,5,5.419304745859208
3888,5,5.406312188860497
3271,3,7.36472640899197
403,6,4.987426874342262
4224,5,5.446346966192408
50,6,6.655870674856118
2117,6,6.320404940112212
3959,7,5.822371359578739
558,7,5.911284308467529
726,6,5.767149540496746
3385,6,6.349064016956689
1748,5,5.59837190179141
3936,6,6.179955976028637
4004,6,6.070762532467938
3130,6,5.912597745161662
